Date,Match_Time,Team_1,Team1_Score,Team_2,Team2_Score,Team1_Bage_url,Team2_badge_url,Time_stamp,,,,,,Goal_status
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 15:59:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:00:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:01:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:02:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:03:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:04:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:05:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:06:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),HT,Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:07:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),47',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:08:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),47',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:09:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),49',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:10:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),49',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:11:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),49',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:12:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),52',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:13:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),55',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:16:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),55',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:17:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),56',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:18:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),56',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:19:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),58',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:20:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),60',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:22:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),60',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:23:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),60',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:24:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),62',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:25:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),64',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:26:07 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),64',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:27:06 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),67',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:29:05 GMT+0500 (Pakistan Standard Time),,,,,,null
25/11/2022 (10:00 GMT),67',Wales,0,Iran,0,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_eyhp0bgsz2deg91xaw4zotn5c.png,https://secure.cache.images.core.optasports.com/soccer/teams/30x30/uuid_cubclbw5k5gdqdau95bnav0nn.png,Fri Nov 25 2022 16:30:06 GMT+0500 (Pakistan Standard Time),,,,,,null
